8237,63,0:00,0,0,0,60
8237,63,0:05,0,0,0,61
8237,63,0:10,0,0,0,59
8237,63,0:15,0,0,0,58
8237,63,0:20,0,0,0,55
8237,63,0:25,0,0,0,61
8237,63,0:30,0,0,0,59
8237,63,0:35,0,0,0,62
8237,63,0:40,0,0,0,64
8237,63,0:45,0,0,0,63
8237,63,0:50,0,0,0,65
8237,63,0:55,0,0,0,65
8237,63,1:00,0,0,0,63
8237,63,1:05,0,0,0,63
8237,63,1:10,0,0,0,60
8237,63,1:15,0,0,0,61
8237,63,1:20,0,0,0,59
8237,63,1:25,0,0,0,60
8237,63,1:30,0,0,0,62
8237,63,1:35,0,0,0,62
8237,63,1:40,0,0,0,63
8237,63,1:45,0,0,0,61
8237,63,1:50,0,0,0,61
8237,63,1:55,0,0,0,59
8237,63,2:00,0,0,0,63
8237,63,2:05,0,0,0,65
8237,63,2:10,0,0,0,62
8237,63,2:15,0,0,0,63
8237,63,2:20,0,0,0,63
8237,63,2:25,0,0,0,65
8237,63,2:30,0,0,0,62
8237,63,2:35,0,0,0,64
8237,63,2:40,0,0,0,61
8237,63,2:45,0,0,0,60
8237,63,2:50,0,0,0,61
8237,63,2:55,0,0,0,62
8237,63,3:00,0,0,0,62
8237,63,3:05,0,0,0,64
8237,63,3:10,0,0,0,61
8237,63,3:15,0,0,0,64
8237,63,3:20,0,0,0,64
8237,63,3:25,0,0,0,62
8237,63,3:30,0,0,0,63
8237,63,3:35,0,0,0,65
8237,63,3:40,0,0,0,63
8237,63,3:45,0,0,0,63
8237,63,3:50,0,0,0,62
8237,63,3:55,0,0,0,60
8237,63,4:00,0,0,0,63
8237,63,4:05,0,0,0,63
8237,63,4:10,0,0,0,66
8237,63,4:15,0,0,0,67
8237,63,4:20,0,0,0,66
8237,63,4:25,0,0,0,63
8237,63,4:30,0,0,0,65
8237,63,4:35,0,0,0,64
8237,63,4:40,0,0,0,65
8237,63,4:45,0,0,0,60
8237,63,4:50,0,0,0,65
8237,63,4:55,0,0,0,63
8237,63,5:00,0,0,0,64
8237,63,5:05,0,0,0,61
8237,63,5:10,0,0,0,64
8237,63,5:15,0,0,0,65
8237,63,5:20,0,0,0,64
8237,63,5:25,0,0,0,64
8237,63,5:30,0,0,0,62
8237,63,5:35,0,0,0,65
8237,63,5:40,0,0,0,68
8237,63,5:45,0,0,0,67
8237,63,5:50,0,0,0,66
8237,63,5:55,0,0,0,66
8237,63,6:00,0,0,0,66
8237,63,6:05,0,0,0,63
8237,63,6:10,0,0,0,64
8237,63,6:15,0,0,0,66
8237,63,6:20,0,0,0,65
8237,63,6:25,0,0,0,65
8237,63,6:30,0,0,0,67
8237,63,6:35,0,0,0,66
8237,63,6:40,0,0,0,66
8237,63,6:45,0,0,0,68
8237,63,6:50,0,0,0,68
8237,63,6:55,0,0,0,67
8237,63,7:00,0,0,0,69
8237,63,7:05,0,0,0,67
8237,63,7:10,0,0,0,68
8237,63,7:15,0,0,0,66
8237,63,7:20,0,0,0,67
8237,63,7:25,0,0,0,67
8237,63,7:30,0,0,0,67
8237,63,7:35,0,0,0,68
8237,63,7:40,0,0,0,67
8237,63,7:45,0,0,0,67
8237,63,7:50,0,0,0,68
8237,63,7:55,0,0,0,67
8237,63,8:00,0,0,0,66
8237,63,8:05,0,0,0,67
8237,63,8:10,0,0,0,67
8237,63,8:15,0,0,0,66
8237,63,8:20,0,0,0,68
8237,63,8:25,0,0,0,68
8237,63,8:30,0,0,0,66
8237,63,8:35,0,0,0,67
8237,63,8:40,0,0,0,67
8237,63,8:45,0,0,0,68
8237,63,8:50,0,0,0,67
8237,63,8:55,0,0,0,66
8237,63,9:00,0,0,0,66
8237,63,9:05,0,0,0,65
8237,63,9:10,0,0,0,66
8237,63,9:15,0,0,0,66
8237,63,9:20,0,0,0,67
8237,63,9:25,0,0,0,66
8237,63,9:30,0,0,0,67
8237,63,9:35,0,0,0,66
8237,63,9:40,0,0,0,67
8237,63,9:45,0,0,0,67
8237,63,9:50,0,0,0,68
8237,63,9:55,0,0,0,68
8237,63,10:00,0,0,0,68
8237,63,10:05,0,0,0,67
8237,63,10:10,0,0,0,66
8237,63,10:15,0,0,0,67
8237,63,10:20,0,0,0,67
8237,63,10:25,0,0,0,68
8237,63,10:30,0,0,0,67
8237,63,10:35,0,0,0,67
8237,63,10:40,0,0,0,67
8237,63,10:45,0,0,0,68
8237,63,10:50,0,0,0,68
8237,63,10:55,0,0,0,68
8237,63,11:00,0,0,0,67
8237,63,11:05,0,0,0,67
8237,63,11:10,0,0,0,67
8237,63,11:15,0,0,0,68
8237,63,11:20,0,0,0,68
8237,63,11:25,0,0,0,68
8237,63,11:30,0,0,0,68
8237,63,11:35,0,0,0,67
8237,63,11:40,0,0,0,68
8237,63,11:45,0,0,0,69
8237,63,11:50,0,0,0,68
8237,63,11:55,0,0,0,68
8237,63,12:00,0,0,0,68
8237,63,12:05,0,0,0,69
8237,63,12:10,0,0,0,68
8237,63,12:15,0,0,0,68
8237,63,12:20,0,0,0,68
8237,63,12:25,0,0,0,68
8237,63,12:30,0,0,0,68
8237,63,12:35,0,0,0,68
8237,63,12:40,0,0,0,69
8237,63,12:45,0,0,0,68
8237,63,12:50,0,0,0,68
8237,63,12:55,0,0,0,68
8237,63,13:00,0,0,0,69
8237,63,13:05,0,0,0,68
8237,63,13:10,0,0,0,69
8237,63,13:15,0,0,0,68
8237,63,13:20,0,0,0,67
8237,63,13:25,0,0,0,68
8237,63,13:30,0,0,0,69
8237,63,13:35,0,0,0,68
8237,63,13:40,0,0,0,68
8237,63,13:45,0,0,0,68
8237,63,13:50,0,0,0,69
8237,63,13:55,0,0,0,68
8237,63,14:00,0,0,0,69
8237,63,14:05,0,0,0,69
8237,63,14:10,0,0,0,69
8237,63,14:15,0,0,0,69
8237,63,14:20,0,0,0,68
8237,63,14:25,0,0,0,68
8237,63,14:30,0,0,0,68
8237,63,14:35,0,0,0,68
8237,63,14:40,0,0,0,68
8237,63,14:45,0,0,0,68
8237,63,14:50,0,0,0,69
8237,63,14:55,0,0,0,68
8237,63,15:00,0,0,0,68
8237,63,15:05,0,0,0,67
8237,63,15:10,0,0,0,68
8237,63,15:15,0,0,0,68
8237,63,15:20,0,0,0,68
8237,63,15:25,0,0,0,68
8237,63,15:30,0,0,0,68
8237,63,15:35,0,0,0,67
8237,63,15:40,0,0,0,68
8237,63,15:45,0,0,0,67
8237,63,15:50,0,0,0,67
8237,63,15:55,0,0,0,67
8237,63,16:00,0,0,0,69
8237,63,16:05,0,0,0,67
8237,63,16:10,0,0,0,67
8237,63,16:15,0,0,0,68
8237,63,16:20,0,0,0,69
8237,63,16:25,0,0,0,69
8237,63,16:30,0,0,0,68
8237,63,16:35,0,0,0,67
8237,63,16:40,0,0,0,67
8237,63,16:45,0,0,0,69
8237,63,16:50,0,0,0,69
8237,63,16:55,0,0,0,68
8237,63,17:00,0,0,0,67
8237,63,17:05,0,0,0,68
8237,63,17:10,0,0,0,68
8237,63,17:15,0,0,0,68
8237,63,17:20,0,0,0,67
8237,63,17:25,0,0,0,68
8237,63,17:30,0,0,0,68
8237,63,17:35,0,0,0,67
8237,63,17:40,0,0,0,67
8237,63,17:45,0,0,0,67
8237,63,17:50,0,0,0,68
8237,63,17:55,0,0,0,66
8237,63,18:00,0,0,0,65
8237,63,18:05,0,0,0,68
8237,63,18:10,0,0,0,66
8237,63,18:15,0,0,0,67
8237,63,18:20,0,0,0,67
8237,63,18:25,0,0,0,68
8237,63,18:30,0,0,0,67
8237,63,18:35,0,0,0,68
8237,63,18:40,0,0,0,67
8237,63,18:45,0,0,0,68
8237,63,18:50,0,0,0,68
8237,63,18:55,0,0,0,68
8237,63,19:00,0,0,0,68
8237,63,19:05,0,0,0,67
8237,63,19:10,0,0,0,67
8237,63,19:15,0,0,0,67
8237,63,19:20,0,0,0,67
8237,63,19:25,0,0,0,68
8237,63,19:30,0,0,0,67
8237,63,19:35,0,0,0,66
8237,63,19:40,0,0,0,66
8237,63,19:45,0,0,0,64
8237,63,19:50,0,0,0,64
8237,63,19:55,0,0,0,64
8237,63,20:00,0,0,0,65
8237,63,20:05,0,0,0,64
8237,63,20:10,0,0,0,63
8237,63,20:15,0,0,0,63
8237,63,20:20,0,0,0,63
8237,63,20:25,0,0,0,65
8237,63,20:30,0,0,0,64
8237,63,20:35,0,0,0,65
8237,63,20:40,0,0,0,65
8237,63,20:45,0,0,0,64
8237,63,20:50,0,0,0,66
8237,63,20:55,0,0,0,65
8237,63,21:00,0,0,0,65
8237,63,21:05,0,0,0,64
8237,63,21:10,0,0,0,65
8237,63,21:15,0,0,0,65
8237,63,21:20,0,0,0,65
8237,63,21:25,0,0,0,65
8237,63,21:30,0,0,0,62
8237,63,21:35,0,0,0,60
8237,63,21:40,0,0,0,61
8237,63,21:45,0,0,0,62
8237,63,21:50,0,0,0,61
8237,63,21:55,0,0,0,64
8237,63,22:00,0,0,0,63
8237,63,22:05,0,0,0,61
8237,63,22:10,0,0,0,63
8237,63,22:15,0,0,0,63
8237,63,22:20,0,0,0,64
8237,63,22:25,0,0,0,64
8237,63,22:30,0,0,0,64
8237,63,22:35,0,0,0,64
8237,63,22:40,0,0,0,65
8237,63,22:45,0,0,0,62
8237,63,22:50,0,0,0,66
8237,63,22:55,0,0,0,65
8237,63,23:00,0,0,0,62
8237,63,23:05,0,0,0,64
8237,63,23:10,0,0,0,62
8237,63,23:15,0,0,0,63
